UKPRN,HE Provider,student_from,n_students,academic_year
10004538,Nazarene Theological College,Swindon,0,21/22
10004538,Nazarene Theological College,Telford and Wrekin,0,21/22
10004538,Nazarene Theological College,Thurrock,0,21/22
10004538,Nazarene Theological College,Torbay,0,21/22
10004538,Nazarene Theological College,Tyne and Wear,0,21/22
10004538,Nazarene Theological College,Warrington,0,21/22
10004538,Nazarene Theological College,Warwickshire,0,21/22
10004538,Nazarene Theological College,West Berkshire,0,21/22
10004538,Nazarene Theological College,West Midlands,5,21/22
10004538,Nazarene Theological College,West Sussex,0,21/22
10004538,Nazarene Theological College,West Yorkshire,5,21/22
10004538,Nazarene Theological College,Wiltshire,0,21/22
10004538,Nazarene Theological College,Windsor and Maidenhead,0,21/22
10004538,Nazarene Theological College,Wokingham,0,21/22
10004538,Nazarene Theological College,Worcestershire,0,21/22
10004538,Nazarene Theological College,England (county unitary authority unknown),0,21/22
10004538,Nazarene Theological College,Total England,120,21/22
10004538,Nazarene Theological College,Total,135,21/22
10030129,Nelson College London Ltd,Bath and North East Somerset,0,21/22
10030129,Nelson College London Ltd,Bedford,5,21/22
10030129,Nelson College London Ltd,Blackburn with Darwen,0,21/22
10030129,Nelson College London Ltd,Blackpool,0,21/22
10030129,Nelson College London Ltd,"Bournemouth, Poole and Christchurch",0,21/22
10030129,Nelson College London Ltd,Bracknell Forest,0,21/22
10030129,Nelson College London Ltd,Brighton and Hove,0,21/22
10030129,Nelson College London Ltd,Buckinghamshire,0,21/22
10030129,Nelson College London Ltd,Cambridgeshire,0,21/22
10030129,Nelson College London Ltd,Central Bedfordshire,0,21/22
10030129,Nelson College London Ltd,Cheshire East,10,21/22
10030129,Nelson College London Ltd,Cheshire West and Chester,0,21/22
10030129,Nelson College London Ltd,City of Bristol,0,21/22
10030129,Nelson College London Ltd,City of Derby,15,21/22
10030129,Nelson College London Ltd,City of Kingston upon Hull,0,21/22
10030129,Nelson College London Ltd,City of Leicester,45,21/22
10030129,Nelson College London Ltd,City of Nottingham,0,21/22
10030129,Nelson College London Ltd,City of Plymouth,0,21/22
10030129,Nelson College London Ltd,City of Portsmouth,0,21/22
10030129,Nelson College London Ltd,City of Southampton,0,21/22
10030129,Nelson College London Ltd,City of Stoke-on-Trent,0,21/22
10030129,Nelson College London Ltd,City of York,0,21/22
10030129,Nelson College London Ltd,Cornwall,0,21/22
10030129,Nelson College London Ltd,County Durham,0,21/22
10030129,Nelson College London Ltd,Cumbria,0,21/22
10030129,Nelson College London Ltd,Darlington,0,21/22
10030129,Nelson College London Ltd,Derbyshire,0,21/22
10030129,Nelson College London Ltd,Devon,0,21/22
10030129,Nelson College London Ltd,Dorset,0,21/22
10030129,Nelson College London Ltd,East Riding of Yorkshire,0,21/22
10030129,Nelson College London Ltd,East Sussex,0,21/22
10030129,Nelson College London Ltd,Essex,85,21/22
10030129,Nelson College London Ltd,Gloucestershire,0,21/22
10030129,Nelson College London Ltd,Greater London,845,21/22
10030129,Nelson College London Ltd,Greater Manchester,10,21/22
10030129,Nelson College London Ltd,Halton,0,21/22
10030129,Nelson College London Ltd,Hampshire,0,21/22
10030129,Nelson College London Ltd,Hartlepool,0,21/22
10030129,Nelson College London Ltd,Herefordshire,0,21/22
10030129,Nelson College London Ltd,Hertfordshire,20,21/22
10030129,Nelson College London Ltd,Isle of Wight,0,21/22
10030129,Nelson College London Ltd,Isles of Scilly,0,21/22
10030129,Nelson College London Ltd,Kent,245,21/22
10030129,Nelson College London Ltd,Lancashire,0,21/22
10030129,Nelson College London Ltd,Leicestershire,0,21/22
10030129,Nelson College London Ltd,Lincolnshire,0,21/22
10030129,Nelson College London Ltd,Luton,0,21/22
10030129,Nelson College London Ltd,Medway,20,21/22
10030129,Nelson College London Ltd,Merseyside,5,21/22
10030129,Nelson College London Ltd,Middlesbrough,0,21/22
10030129,Nelson College London Ltd,Milton Keynes,0,21/22
10030129,Nelson College London Ltd,Norfolk,0,21/22
10030129,Nelson College London Ltd,North East Lincolnshire,0,21/22
10030129,Nelson College London Ltd,North Lincolnshire,0,21/22
10030129,Nelson College London Ltd,North Somerset,0,21/22
10030129,Nelson College London Ltd,North Yorkshire,0,21/22
10030129,Nelson College London Ltd,Northamptonshire,0,21/22
10030129,Nelson College London Ltd,Northumberland,0,21/22
10030129,Nelson College London Ltd,Nottinghamshire,0,21/22
10030129,Nelson College London Ltd,Oxfordshire,0,21/22
10030129,Nelson College London Ltd,Peterborough,190,21/22
10030129,Nelson College London Ltd,Reading,0,21/22
10030129,Nelson College London Ltd,Redcar and Cleveland,0,21/22
10030129,Nelson College London Ltd,Rutland,0,21/22
10030129,Nelson College London Ltd,Shropshire,0,21/22
10030129,Nelson College London Ltd,Slough,5,21/22
10030129,Nelson College London Ltd,Somerset,0,21/22
10030129,Nelson College London Ltd,South Gloucestershire,0,21/22
10030129,Nelson College London Ltd,South Yorkshire,10,21/22
10030129,Nelson College London Ltd,Southend-on-Sea,5,21/22
10030129,Nelson College London Ltd,Staffordshire,0,21/22
10030129,Nelson College London Ltd,Stockton-on-Tees,0,21/22
10030129,Nelson College London Ltd,Suffolk,10,21/22
10030129,Nelson College London Ltd,Surrey,5,21/22
10030129,Nelson College London Ltd,Swindon,0,21/22
10030129,Nelson College London Ltd,Telford and Wrekin,0,21/22
10030129,Nelson College London Ltd,Thurrock,15,21/22
10030129,Nelson College London Ltd,Torbay,0,21/22
10030129,Nelson College London Ltd,Tyne and Wear,0,21/22
10030129,Nelson College London Ltd,Warrington,0,21/22
10030129,Nelson College London Ltd,Warwickshire,0,21/22
10030129,Nelson College London Ltd,West Berkshire,0,21/22
10030129,Nelson College London Ltd,West Midlands,25,21/22
10030129,Nelson College London Ltd,West Sussex,0,21/22
10030129,Nelson College London Ltd,West Yorkshire,35,21/22
10030129,Nelson College London Ltd,Wiltshire,0,21/22
10030129,Nelson College London Ltd,Windsor and Maidenhead,0,21/22
10030129,Nelson College London Ltd,Wokingham,0,21/22
10030129,Nelson College London Ltd,Worcestershire,0,21/22
10030129,Nelson College London Ltd,England (county unitary authority unknown),0,21/22
10030129,Nelson College London Ltd,Total England,1630,21/22
10030129,Nelson College London Ltd,Total,1630,21/22
10023456,Newbold College,Bath and North East Somerset,0,21/22
10023456,Newbold College,Bedford,0,21/22
10023456,Newbold College,Blackburn with Darwen,0,21/22
10023456,Newbold College,Blackpool,0,21/22
10023456,Newbold College,"Bournemouth, Poole and Christchurch",0,21/22
10023456,Newbold College,Bracknell Forest,10,21/22
10023456,Newbold College,Brighton and Hove,0,21/22
10023456,Newbold College,Buckinghamshire,0,21/22
10023456,Newbold College,Cambridgeshire,0,21/22
10023456,Newbold College,Central Bedfordshire,0,21/22
10023456,Newbold College,Cheshire East,0,21/22
10023456,Newbold College,Cheshire West and Chester,0,21/22
10023456,Newbold College,City of Bristol,0,21/22
10023456,Newbold College,City of Derby,0,21/22
10023456,Newbold College,City of Kingston upon Hull,0,21/22
10023456,Newbold College,City of Leicester,0,21/22
10023456,Newbold College,City of Nottingham,0,21/22
10023456,Newbold College,City of Plymouth,0,21/22
10023456,Newbold College,City of Portsmouth,0,21/22
10023456,Newbold College,City of Southampton,0,21/22
10023456,Newbold College,City of Stoke-on-Trent,0,21/22
10023456,Newbold College,City of York,0,21/22
10023456,Newbold College,Cornwall,0,21/22
10023456,Newbold College,County Durham,0,21/22
10023456,Newbold College,Cumbria,0,21/22
10023456,Newbold College,Darlington,0,21/22
10023456,Newbold College,Derbyshire,0,21/22
10023456,Newbold College,Devon,0,21/22
10023456,Newbold College,Dorset,0,21/22
10023456,Newbold College,East Riding of Yorkshire,0,21/22
10023456,Newbold College,East Sussex,0,21/22
10023456,Newbold College,Essex,0,21/22
10023456,Newbold College,Gloucestershire,0,21/22
10023456,Newbold College,Greater London,10,21/22
10023456,Newbold College,Greater Manchester,0,21/22
10023456,Newbold College,Halton,0,21/22
10023456,Newbold College,Hampshire,0,21/22
10023456,Newbold College,Hartlepool,0,21/22
10023456,Newbold College,Herefordshire,0,21/22
10023456,Newbold College,Hertfordshire,0,21/22
10023456,Newbold College,Isle of Wight,0,21/22
10023456,Newbold College,Isles of Scilly,0,21/22
10023456,Newbold College,Kent,0,21/22
10023456,Newbold College,Lancashire,0,21/22
10023456,Newbold College,Leicestershire,0,21/22
10023456,Newbold College,Lincolnshire,0,21/22
10023456,Newbold College,Luton,0,21/22
10023456,Newbold College,Medway,0,21/22
10023456,Newbold College,Merseyside,0,21/22
10023456,Newbold College,Middlesbrough,0,21/22
10023456,Newbold College,Milton Keynes,0,21/22
10023456,Newbold College,Norfolk,0,21/22
10023456,Newbold College,North East Lincolnshire,0,21/22
10023456,Newbold College,North Lincolnshire,0,21/22
10023456,Newbold College,North Somerset,0,21/22
10023456,Newbold College,North Yorkshire,0,21/22
10023456,Newbold College,Northamptonshire,0,21/22
10023456,Newbold College,Northumberland,0,21/22
10023456,Newbold College,Nottinghamshire,0,21/22
10023456,Newbold College,Oxfordshire,0,21/22
10023456,Newbold College,Peterborough,0,21/22
10023456,Newbold College,Reading,0,21/22
10023456,Newbold College,Redcar and Cleveland,0,21/22
10023456,Newbold College,Rutland,0,21/22
10023456,Newbold College,Shropshire,0,21/22
10023456,Newbold College,Slough,0,21/22
10023456,Newbold College,Somerset,0,21/22
10023456,Newbold College,South Gloucestershire,0,21/22
10023456,Newbold College,South Yorkshire,0,21/22
10023456,Newbold College,Southend-on-Sea,0,21/22
10023456,Newbold College,Staffordshire,0,21/22
10023456,Newbold College,Stockton-on-Tees,0,21/22
10023456,Newbold College,Suffolk,0,21/22
10023456,Newbold College,Surrey,0,21/22
10023456,Newbold College,Swindon,0,21/22
10023456,Newbold College,Telford and Wrekin,0,21/22
10023456,Newbold College,Thurrock,0,21/22
10023456,Newbold College,Torbay,0,21/22
10023456,Newbold College,Tyne and Wear,0,21/22
10023456,Newbold College,Warrington,0,21/22
10023456,Newbold College,Warwickshire,0,21/22
10023456,Newbold College,West Berkshire,0,21/22
10023456,Newbold College,West Midlands,5,21/22
10023456,Newbold College,West Sussex,0,21/22
10023456,Newbold College,West Yorkshire,0,21/22
10023456,Newbold College,Wiltshire,0,21/22
10023456,Newbold College,Windsor and Maidenhead,0,21/22
10023456,Newbold College,Wokingham,0,21/22
10023456,Newbold College,Worcestershire,0,21/22
10023456,Newbold College,England (county unitary authority unknown),0,21/22
10023456,Newbold College,Total England,35,21/22
10023456,Newbold College,Total,35,21/22
10007799,Newcastle University,Bath and North East Somerset,50,21/22
10007799,Newcastle University,Bedford,40,21/22
10007799,Newcastle University,Blackburn with Darwen,35,21/22
10007799,Newcastle University,Blackpool,25,21/22
10007799,Newcastle University,"Bournemouth, Poole and Christchurch",25,21/22
10007799,Newcastle University,Bracknell Forest,15,21/22
10007799,Newcastle University,Brighton and Hove,40,21/22
10007799,Newcastle University,Buckinghamshire,165,21/22
10007799,Newcastle University,Cambridgeshire,280,21/22
10007799,Newcastle University,Central Bedfordshire,55,21/22
10007799,Newcastle University,Cheshire East,205,21/22
10007799,Newcastle University,Cheshire West and Chester,165,21/22
10007799,Newcastle University,City of Bristol,90,21/22
10007799,Newcastle University,City of Derby,40,21/22
10007799,Newcastle University,City of Kingston upon Hull,40,21/22
10007799,Newcastle University,City of Leicester,30,21/22
10007799,Newcastle University,City of Nottingham,55,21/22
10007799,Newcastle University,City of Plymouth,15,21/22
10007799,Newcastle University,City of Portsmouth,10,21/22
10007799,Newcastle University,City of Southampton,15,21/22
10007799,Newcastle University,City of Stoke-on-Trent,15,21/22
10007799,Newcastle University,City of York,275,21/22
10007799,Newcastle University,Cornwall,35,21/22
10007799,Newcastle University,County Durham,905,21/22
10007799,Newcastle University,Cumbria,400,21/22
10007799,Newcastle University,Darlington,185,21/22
10007799,Newcastle University,Derbyshire,260,21/22
10007799,Newcastle University,Devon,120,21/22
10007799,Newcastle University,Dorset,60,21/22
10007799,Newcastle University,East Riding of Yorkshire,310,21/22
10007799,Newcastle University,East Sussex,90,21/22
10007799,Newcastle University,Essex,210,21/22
10007799,Newcastle University,Gloucestershire,95,21/22
10007799,Newcastle University,Greater London,1500,21/22
10007799,Newcastle University,Greater Manchester,1025,21/22
10007799,Newcastle University,Halton,25,21/22
10007799,Newcastle University,Hampshire,195,21/22
10007799,Newcastle University,Hartlepool,135,21/22
10007799,Newcastle University,Herefordshire,25,21/22
10007799,Newcastle University,Hertfordshire,315,21/22
10007799,Newcastle University,Isle of Wight,15,21/22
10007799,Newcastle University,Isles of Scilly,0,21/22
10007799,Newcastle University,Kent,280,21/22
10007799,Newcastle University,Lancashire,475,21/22
10007799,Newcastle University,Leicestershire,215,21/22
10007799,Newcastle University,Lincolnshire,340,21/22
10007799,Newcastle University,Luton,15,21/22
10007799,Newcastle University,Medway,15,21/22
10007799,Newcastle University,Merseyside,440,21/22
10007799,Newcastle University,Middlesbrough,185,21/22
10007799,Newcastle University,Milton Keynes,25,21/22
10007799,Newcastle University,Norfolk,170,21/22
10007799,Newcastle University,North East Lincolnshire,45,21/22
10007799,Newcastle University,North Lincolnshire,65,21/22
10007799,Newcastle University,North Somerset,25,21/22
10007799,Newcastle University,North Yorkshire,785,21/22
10007799,Newcastle University,Northamptonshire,185,21/22
10007799,Newcastle University,Northumberland,795,21/22
10007799,Newcastle University,Nottinghamshire,375,21/22
10007799,Newcastle University,Oxfordshire,230,21/22
10007799,Newcastle University,Peterborough,40,21/22
10007799,Newcastle University,Reading,10,21/22
10007799,Newcastle University,Redcar and Cleveland,130,21/22
10007799,Newcastle University,Rutland,45,21/22
10007799,Newcastle University,Shropshire,60,21/22
10007799,Newcastle University,Slough,5,21/22
10007799,Newcastle University,Somerset,75,21/22
10007799,Newcastle University,South Gloucestershire,30,21/22
10007799,Newcastle University,South Yorkshire,525,21/22
10007799,Newcastle University,Southend-on-Sea,15,21/22
10007799,Newcastle University,Staffordshire,110,21/22
10007799,Newcastle University,Stockton-on-Tees,345,21/22
10007799,Newcastle University,Suffolk,155,21/22
10007799,Newcastle University,Surrey,375,21/22
10007799,Newcastle University,Swindon,10,21/22
10007799,Newcastle University,Telford and Wrekin,20,21/22
10007799,Newcastle University,Thurrock,15,21/22
10007799,Newcastle University,Torbay,5,21/22
10007799,Newcastle University,Tyne and Wear,3365,21/22
10007799,Newcastle University,Warrington,100,21/22
10007799,Newcastle University,Warwickshire,120,21/22
10007799,Newcastle University,West Berkshire,40,21/22
10007799,Newcastle University,West Midlands,205,21/22
10007799,Newcastle University,West Sussex,110,21/22
10007799,Newcastle University,West Yorkshire,1455,21/22
10007799,Newcastle University,Wiltshire,105,21/22
10007799,Newcastle University,Windsor and Maidenhead,40,21/22
10007799,Newcastle University,Wokingham,35,21/22
10007799,Newcastle University,Worcestershire,85,21/22
10007799,Newcastle University,England (county unitary authority unknown),65,21/22
10007799,Newcastle University,Total England,19940,21/22
10007799,Newcastle University,Total,21070,21/22
10048199,New College of the Humanities,Bath and North East Somerset,0,21/22
10048199,New College of the Humanities,Bedford,0,21/22
10048199,New College of the Humanities,Blackburn with Darwen,0,21/22
10048199,New College of the Humanities,Blackpool,0,21/22
10048199,New College of the Humanities,"Bournemouth, Poole and Christchurch",0,21/22
10048199,New College of the Humanities,Bracknell Forest,0,21/22
10048199,New College of the Humanities,Brighton and Hove,0,21/22
10048199,New College of the Humanities,Buckinghamshire,5,21/22
10048199,New College of the Humanities,Cambridgeshire,5,21/22
10048199,New College of the Humanities,Central Bedfordshire,0,21/22
10048199,New College of the Humanities,Cheshire East,0,21/22
10048199,New College of the Humanities,Cheshire West and Chester,0,21/22
10048199,New College of the Humanities,City of Bristol,0,21/22
10048199,New College of the Humanities,City of Derby,0,21/22
10048199,New College of the Humanities,City of Kingston upon Hull,0,21/22
10048199,New College of the Humanities,City of Leicester,0,21/22
10048199,New College of the Humanities,City of Nottingham,0,21/22
10048199,New College of the Humanities,City of Plymouth,0,21/22
10048199,New College of the Humanities,City of Portsmouth,0,21/22
10048199,New College of the Humanities,City of Southampton,0,21/22
10048199,New College of the Humanities,City of Stoke-on-Trent,0,21/22
10048199,New College of the Humanities,City of York,0,21/22
10048199,New College of the Humanities,Cornwall,0,21/22
10048199,New College of the Humanities,County Durham,0,21/22
10048199,New College of the Humanities,Cumbria,0,21/22
10048199,New College of the Humanities,Darlington,0,21/22
10048199,New College of the Humanities,Derbyshire,5,21/22
10048199,New College of the Humanities,Devon,0,21/22
10048199,New College of the Humanities,Dorset,0,21/22
10048199,New College of the Humanities,East Riding of Yorkshire,5,21/22
10048199,New College of the Humanities,East Sussex,5,21/22
10048199,New College of the Humanities,Essex,15,21/22
10048199,New College of the Humanities,Gloucestershire,5,21/22
10048199,New College of the Humanities,Greater London,120,21/22
10048199,New College of the Humanities,Greater Manchester,25,21/22
10048199,New College of the Humanities,Halton,0,21/22
10048199,New College of the Humanities,Hampshire,10,21/22
10048199,New College of the Humanities,Hartlepool,0,21/22
10048199,New College of the Humanities,Herefordshire,0,21/22
10048199,New College of the Humanities,Hertfordshire,10,21/22
10048199,New College of the Humanities,Isle of Wight,0,21/22
10048199,New College of the Humanities,Isles of Scilly,0,21/22
10048199,New College of the Humanities,Kent,10,21/22
10048199,New College of the Humanities,Lancashire,5,21/22
10048199,New College of the Humanities,Leicestershire,0,21/22
10048199,New College of the Humanities,Lincolnshire,5,21/22
10048199,New College of the Humanities,Luton,0,21/22
10048199,New College of the Humanities,Medway,5,21/22
10048199,New College of the Humanities,Merseyside,5,21/22
10048199,New College of the Humanities,Middlesbrough,0,21/22
10048199,New College of the Humanities,Milton Keynes,5,21/22
10048199,New College of the Humanities,Norfolk,0,21/22
10048199,New College of the Humanities,North East Lincolnshire,0,21/22
10048199,New College of the Humanities,North Lincolnshire,0,21/22
10048199,New College of the Humanities,North Somerset,0,21/22
10048199,New College of the Humanities,North Yorkshire,0,21/22
10048199,New College of the Humanities,Northamptonshire,0,21/22
10048199,New College of the Humanities,Northumberland,5,21/22
10048199,New College of the Humanities,Nottinghamshire,0,21/22
10048199,New College of the Humanities,Oxfordshire,5,21/22
10048199,New College of the Humanities,Peterborough,0,21/22
10048199,New College of the Humanities,Reading,0,21/22
10048199,New College of the Humanities,Redcar and Cleveland,0,21/22
10048199,New College of the Humanities,Rutland,5,21/22
10048199,New College of the Humanities,Shropshire,0,21/22
10048199,New College of the Humanities,Slough,0,21/22
10048199,New College of the Humanities,Somerset,0,21/22
10048199,New College of the Humanities,South Gloucestershire,0,21/22
10048199,New College of the Humanities,South Yorkshire,5,21/22
10048199,New College of the Humanities,Southend-on-Sea,5,21/22
10048199,New College of the Humanities,Staffordshire,5,21/22
10048199,New College of the Humanities,Stockton-on-Tees,0,21/22
10048199,New College of the Humanities,Suffolk,0,21/22
10048199,New College of the Humanities,Surrey,10,21/22
10048199,New College of the Humanities,Swindon,0,21/22
10048199,New College of the Humanities,Telford and Wrekin,0,21/22
10048199,New College of the Humanities,Thurrock,0,21/22
10048199,New College of the Humanities,Torbay,0,21/22
10048199,New College of the Humanities,Tyne and Wear,0,21/22
10048199,New College of the Humanities,Warrington,5,21/22
10048199,New College of the Humanities,Warwickshire,0,21/22
10048199,New College of the Humanities,West Berkshire,0,21/22
10048199,New College of the Humanities,West Midlands,15,21/22
10048199,New College of the Humanities,West Sussex,5,21/22
10048199,New College of the Humanities,West Yorkshire,5,21/22
10048199,New College of the Humanities,Wiltshire,0,21/22
10048199,New College of the Humanities,Windsor and Maidenhead,0,21/22
10048199,New College of the Humanities,Wokingham,0,21/22
10048199,New College of the Humanities,Worcestershire,0,21/22
10048199,New College of the Humanities,England (county unitary authority unknown),0,21/22
10048199,New College of the Humanities,Total England,335,21/22
10048199,New College of the Humanities,Total,340,21/22
10007832,Newman University,Bath and North East Somerset,0,21/22
10007832,Newman University,Bedford,5,21/22
10007832,Newman University,Blackburn with Darwen,0,21/22
10007832,Newman University,Blackpool,0,21/22
10007832,Newman University,"Bournemouth, Poole and Christchurch",0,21/22
10007832,Newman University,Bracknell Forest,0,21/22
10007832,Newman University,Brighton and Hove,0,21/22
10007832,Newman University,Buckinghamshire,5,21/22
10007832,Newman University,Cambridgeshire,5,21/22
10007832,Newman University,Central Bedfordshire,5,21/22
10007832,Newman University,Cheshire East,5,21/22
10007832,Newman University,Cheshire West and Chester,0,21/22
10007832,Newman University,City of Bristol,5,21/22
10007832,Newman University,City of Derby,5,21/22
10007832,Newman University,City of Kingston upon Hull,0,21/22
10007832,Newman University,City of Leicester,10,21/22
10007832,Newman University,City of Nottingham,5,21/22
10007832,Newman University,City of Plymouth,0,21/22
10007832,Newman University,City of Portsmouth,0,21/22
10007832,Newman University,City of Southampton,0,21/22
10007832,Newman University,City of Stoke-on-Trent,0,21/22
10007832,Newman University,City of York,0,21/22
10007832,Newman University,Cornwall,5,21/22
10007832,Newman University,County Durham,0,21/22
10007832,Newman University,Cumbria,0,21/22
10007832,Newman University,Darlington,0,21/22
10007832,Newman University,Derbyshire,5,21/22
10007832,Newman University,Devon,0,21/22
10007832,Newman University,Dorset,5,21/22
10007832,Newman University,East Riding of Yorkshire,0,21/22
10007832,Newman University,East Sussex,0,21/22
10007832,Newman University,Essex,5,21/22
10007832,Newman University,Gloucestershire,10,21/22
10007832,Newman University,Greater London,50,21/22
10007832,Newman University,Greater Manchester,20,21/22
10007832,Newman University,Halton,0,21/22
10007832,Newman University,Hampshire,5,21/22
10007832,Newman University,Hartlepool,0,21/22
10007832,Newman University,Herefordshire,5,21/22
10007832,Newman University,Hertfordshire,5,21/22
10007832,Newman University,Isle of Wight,0,21/22
10007832,Newman University,Isles of Scilly,0,21/22
10007832,Newman University,Kent,5,21/22
10007832,Newman University,Lancashire,5,21/22
10007832,Newman University,Leicestershire,10,21/22
10007832,Newman University,Lincolnshire,0,21/22
10007832,Newman University,Luton,0,21/22
10007832,Newman University,Medway,0,21/22
10007832,Newman University,Merseyside,5,21/22
10007832,Newman University,Middlesbrough,0,21/22
10007832,Newman University,Milton Keynes,10,21/22
10007832,Newman University,Norfolk,0,21/22
10007832,Newman University,North East Lincolnshire,0,21/22
10007832,Newman University,North Lincolnshire,0,21/22
10007832,Newman University,North Somerset,0,21/22
10007832,Newman University,North Yorkshire,0,21/22
10007832,Newman University,Northamptonshire,15,21/22
10007832,Newman University,Northumberland,0,21/22
10007832,Newman University,Nottinghamshire,10,21/22
10007832,Newman University,Oxfordshire,10,21/22
10007832,Newman University,Peterborough,5,21/22
10007832,Newman University,Reading,0,21/22
10007832,Newman University,Redcar and Cleveland,0,21/22
10007832,Newman University,Rutland,0,21/22
10007832,Newman University,Shropshire,15,21/22
10007832,Newman University,Slough,0,21/22
10007832,Newman University,Somerset,5,21/22
10007832,Newman University,South Gloucestershire,0,21/22
10007832,Newman University,South Yorkshire,15,21/22
10007832,Newman University,Southend-on-Sea,0,21/22
10007832,Newman University,Staffordshire,55,21/22
10007832,Newman University,Stockton-on-Tees,0,21/22
10007832,Newman University,Suffolk,0,21/22
10007832,Newman University,Surrey,0,21/22
10007832,Newman University,Swindon,5,21/22
10007832,Newman University,Telford and Wrekin,10,21/22
10007832,Newman University,Thurrock,0,21/22
10007832,Newman University,Torbay,0,21/22
10007832,Newman University,Tyne and Wear,0,21/22
10007832,Newman University,Warrington,0,21/22
10007832,Newman University,Warwickshire,50,21/22
10007832,Newman University,West Berkshire,0,21/22
10007832,Newman University,West Midlands,2150,21/22
10007832,Newman University,West Sussex,5,21/22
10007832,Newman University,West Yorkshire,15,21/22
10007832,Newman University,Wiltshire,5,21/22
10007832,Newman University,Windsor and Maidenhead,0,21/22
10007832,Newman University,Wokingham,0,21/22
10007832,Newman University,Worcestershire,145,21/22
10007832,Newman University,England (county unitary authority unknown),0,21/22
10007832,Newman University,Total England,2720,21/22
10007832,Newman University,Total,2745,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Bath and North East Somerset,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Bedford,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Blackburn with Darwen,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Blackpool,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),"Bournemouth, Poole and Christchurch",0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Bracknell Forest,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Brighton and Hove,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Buckinghamshire,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Cambridgeshire,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Central Bedfordshire,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Cheshire East,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Cheshire West and Chester,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),City of Bristol,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),City of Derby,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),City of Kingston upon Hull,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),City of Leicester,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),City of Nottingham,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),City of Plymouth,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),City of Portsmouth,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),City of Southampton,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),City of Stoke-on-Trent,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),City of York,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Cornwall,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),County Durham,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Cumbria,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Darlington,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Derbyshire,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Devon,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Dorset,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),East Riding of Yorkshire,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),East Sussex,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Essex,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Gloucestershire,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Greater London,5,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Greater Manchester,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Halton,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Hampshire,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Hartlepool,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Herefordshire,15,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Hertfordshire,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Isle of Wight,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Isles of Scilly,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Kent,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Lancashire,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Leicestershire,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Lincolnshire,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Luton,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Medway,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Merseyside,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Middlesbrough,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Milton Keynes,0,21/22
10067406,New Model Institute for Technology and Engineering (NMITE),Norfolk,0,21/22
